Entry Name,SID,Item Group Name,Attribute 1 Name,Attribute 1 Option,Attribute 2 Name,Attribute 2 Option,Attribute 3 Name,Attribute 3 Option,Quantity,Unit,Min Level,Price,Value,Notes,Tags,Primary Folder,Subfolder-level1,Subfolder-level2,Subfolder-level3,Subfolder-level4,Photo1,Photo2,Photo3,Photo4,Photo5,Photo6,Photo7,Photo8,Barcode/QR1-Data,Barcode/QR1-Type,Barcode/QR2-Data,Barcode/QR2-Type,WO Date,Purchase date OverRide,Purchase Order Number,Work Order Number,Model/Part Number,Bar Code,Bar Code-BarcodeType,Sell price
GFI Outlets,S73XAT0456,,,,,,,,50,units,,11.11,555.5,20-00561,ELECTRIC,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_NJ-m0XavMCzefHNblwej_v4grtZ3SwrablqAKX0ERjudHXyeEhQXkA==,,,,,,,,sy://o2/l_qrcode_us/S73XAT0456,com.sortly.sortlyLabel,75877122254,org.gs1.EAN-13,,,,,,,,15
"Garbage Can, 30 gal METAL",S73XAT0665,,,,,,,,4,units,,33.5,134,40-04750,SUPER,<<Inventory>>,,,,,,,,,,,,,sy://o2/l_qrcode_us/S73XAT0665,com.sortly.sortlyLabel,,,,,,,,,,43.2
"Garbage Can, 32 gal Rubber Maid",S73XAT0631,,,,,,,,9,units,,34.5,310.5,40-04700,SUPER,<<Inventory>>,,,,,,,,,,,,,sy://o2/l_qrcode_us/S73XAT0631,com.sortly.sortlyLabel,,,,,,,,,,46.58
Gas Shutoff Valve,S73XAT0510,,,,,,,,40,units,,6.25,250,35-00550,PLUMBING,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,,,,
"Gas, connectors 36""",S73XAT0506,,,,,,,,40,units,,13.25,530,35-00500,PLUMBING,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_OhdQCgWny8Jbip2MbKXRSjgpGfAMBpZcLOE6B6gcUIYyQ96Z92qM0w==,,,,,,,,,,7.30E+11,org.gs1.EAN-13,,,,,,,,13.25
"Gas, connectors 48""",S73XAT0504,,,,,,,,15,units,,13.1,196.5,35-00400,PLUMBING,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_sLaZtxfTIuOQw_TkNwqIiLvZghNmlDqSsVJD7XfZ9kaAXOzSKeKzNA==,,,,,,,,,,7.30E+11,org.gs1.EAN-13,,,,,,,,17.69
Gerber Deck Faucet 42-406 (kitchen),S73XAT0697,,,,,,,,41,units,,119.95,4917.95,35-00600,PLUMBING,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_05B1HxFQFc2BzwjvNT_8XURzHHqX81g5DqOKf0-_YaN9uKR76j52jw==,https://lnk.sortly.co/v2/downloads/photo/v2_b2DFUO3feiHcFmEDCRBOroaiBh9J4xqN5-MRf14mg5fasQknPuljAg==,https://lnk.sortly.co/v2/downloads/photo/v2_sb9Z6LGwpnMGD_WkfbZsJx7pWCdniJb7JIgJ8ls_AAl1DNnz9qO0KA==,,,,,,sy://o2/l_qrcode_us/S73XAT0697,com.sortly.sortlyLabel,6.71E+11,org.iso.Code128,,,,,,,,174.83
Gerber Deck Faucet 43-431 (bathroom),S73XAT0540,,,,,,,,53,units,,139.5,7393.5,35-00700,PLUMBING,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_1TQdDJUsvOj_pWoQ2btRBfpI7uHVsO7t-38ExIomLoLPrLqugSQ3yQ==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0540,com.sortly.sortlyLabel,6.71E+11,org.iso.Code128,,,,,,,,188.33
Gerber Pop-up Assembly,S73XAT0546,,,,,,,,47,units,,7.84,368.48,35-00775,PLUMBING,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_xPWAW0VteKTIcIb4FGMTI9aBam0-U-c0KWbgWJ9yAmatFMvB2rG3nA==,https://lnk.sortly.co/v2/downloads/photo/v2_gTYKjnH8obNSwTOjbaaL4i5V5j3NKZm-bc6S4wzSDSTlV0RWU0wYWA==,,,,,,,,,7.53E+11,org.gs1.EAN-13,,,,,,,,10.58
"Gloves , Leather",S73XAT0623,,,,,,,,29,units,,3.32,96.28,40-04851,SUPER,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_cLtQ5gUPBVeba4_LPT6fZMBeJsRoO8bPn7ZUQXn1n1QnMVWaM1v0bA==,https://lnk.sortly.co/v2/downloads/photo/v2_eibBM1qr-sboSbG820axLAWHX8sDhBUDS9v1UUzhiQeqP-FQ9xwVeg==,,,,,,,,,75877918000,org.gs1.EAN-13,,,,,,,,4.7
"Gloves, Latex Purple (Disposable) 100pc",S73XAT0626,,,,,,,,100,units,,10.35,1035,40-04850,SUPER,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_Y5IM085FdUR0wloKuHUaZ93H3YXd1557TnhKrRwCnN3fTwq01C9Dyg==,,,,,,,,,,7.64E+11,org.gs1.EAN-13,,,,,,,,
"Gloves, Latex Purple (Disposable) 100pc",S73XAT0626,,,,,,,,90,units,,10.35,931.5,40-04850,SUPER,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_oGrP6KR0iGJBGWOo2siDpiQCoVUMX1DoU_WRJKaxpgE4dOn2U5aRlw==,,,,,,,,,,7.64E+11,org.gs1.EAN-13,,,,,,,,14.51
"Glue Traps, Mice",S73XAT0651,,,,,,,,0,units,,0.34,0,40-04875,SUPER,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,,,,
Gorton Air Valves #4 angle,S73XAT0514,,,,,,,,56,units,,27.59,1545.04,35-01064,PLUMBING,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_OY-I_LtbFHj32RCa_-xZNEbr5Q36XRR7Zur0eiaEc5_RFF_X_5bOSg==,,,,,,,,,,6.32E+11,org.gs1.EAN-13,,,,,,,,
Gorton Air Valves #6 angle,S73XAT0545,,,,,,,,83,units,,27.59,2289.97,35-01065,PLUMBING,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_uigAnMIRbl4D6uQWub8HQeDdaXtgW4Rq6Taf7IY3HgwkGZZC2mjfJQ==,,,,,,,,sy://o2/l_qrcode_us/S73XAT0545,com.sortly.sortlyLabel,6.32E+11,org.gs1.EAN-13,,,,,,,,37.25
Gorton Air Valves #C angle,S73XAT0512,,,,,,,,10,units,,25.95,259.5,35-01060,PLUMBING,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_uCO5wYr6xYt_Fx_Hq4298VyqkD78BHLNfpW6ngN4fgjwtTch7S_Teg==,,,,,,,,,,9.65E+12,org.gs1.EAN-13,,,,,,,,
Gorton Air Valves #D angle,S73XAT0507,,,,,,,,0,units,,26.69,0,35-01061,PLUMBING,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,,,,
Gorton Air Valves #D straight,S73XAT0519,,,,,,,,50,units,,26.69,1334.5,35-01062,PLUMBING,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_3_d5mZ6S5Ip9s_C5zpvNCD3dn9J3Q942GA7oYMbdTOdUgIxmNb2_og==,https://lnk.sortly.co/v2/downloads/photo/v2_07RvOz3Ob5R40SSpxIgxa-Z035nwFtcGxdqhRrgOrh_p2VLkV270nA==,,,,,,,,,6.32E+11,org.gs1.EAN-13,,,,,,,,
Grafitti Remover (spray can),S73XAT0653,,,,,,,,94,units,,4,376,40-04900,"SUPER, Bar code needed",<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_sEgnwyJz4TF3PnMdfXExxJX0BKZlQIt_OHLANlcoYXhCpRjcahnX-A==,,,,,,,,,,,,,,,,,,,4.86
"Grout, Floor (25lb Bags)",S73XAT0549,,,,,,,,8,units,,31.99,255.92,50-00200,TILE,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,,,,33.41
"Grout, Wall (25 lb Bags)",S73XAT0552,,,,,,,,9,units,,31.99,287.91,50-00300,TILE,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_cKYMPhsbp5f5Ohrl9tiv_Lw7BGFMXHJT1A537ZHBnnkikfBcJu4lvQ==,,,,,,,,,,93994800251,org.gs1.EAN-13,,,,,,,,37.63
"Guard, Window 25-24 bar x-small 5 bar",S73XAT0649,,,,,,,,11,units,,10.95,120.45,40-05200,SUPER,<<Inventory>>,,,,,,,,,,,,,sy://o2/l_qrcode_us/S73XAT0649,com.sortly.sortlyLabel,,,,,,,,,,14.78
"Guard, Window Med 25-38 5 bar",S73XAT0654,,,,,,,,32,units,,19.5,624,40-05000,SUPER,<<Inventory>>,,,,,,,,,,,,,sy://o2/l_qrcode_us/S73XAT0654,com.sortly.sortlyLabel,,,,,,,,,,23.63
"Guard, Window X-L 25-62 5 bar",S73XAT0652,,,,,,,,33,units,,23,759,40-05100,SUPER,<<Inventory>>,,,,,,,,,,,,,sy://o2/l_qrcode_us/S73XAT0652,com.sortly.sortlyLabel,,,,,,,,,,39.83
HAND SANITIZER 16 OZ,S73XAT0752,,,,,,,,79,units,,0,0,40-05355,,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,,,,6.59
Hand Sanitizer 1 gallon,S73XAT0666,,,,,,,,33,units,,60.75,2004.75,40-05350,SUPER,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_CfSwa-YITaJnp51vNv8V9rceYQ-Fj6sdfA34q3jUnR5iEUEOo4o3Uw==,,,,,,,,,,,,,,,,,,,
"Handles, Gerber Basin Pair",S73XAT0511,,,,,,,,93,units,,1.8,167.4,35-00800,PLUMBING,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_oTsqWogofUQ4E4aGYyVrArud_11_M3E89RwsfXY7HYOSeR_oTHw3Pg==,,,,,,,,,,7.53E+11,org.gs1.EAN-13,,,,,,,,6.5
"Handles, Gerber Shower 1 Pair",S73XAT0494,,,,,,,,241,units,,2.98,718.18,35-00900,PLUMBING,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_8C6MIDR_-KZliNC4VnR3jpQySHO_GpdYfjOeZ9iyNlrthVgN-YREQw==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0494,com.sortly.sortlyLabel,7.53E+11,org.gs1.EAN-13,,,,,,,,4.02
"Hose, Cold 100'",S73XAT0638,,,,,,,,0,units,,22.24,0,40-04800,SUPER,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,,,,32.5
"Hose, Cold 50'",S73XAT0621,,,,,,,,14,units,,26.72,374.08,40-04802,SUPER,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_k8PlpiCtxVNbPMzxOx8RS_lEmLCcOK0t9EKrXaGaz3vmsBZN1_mI-A==,https://lnk.sortly.co/v2/downloads/photo/v2_Co92_fb18SmNUd9L6hAvCknJHEPQRvl8jWYCvMT5_nWx1UFJitWF2w==,,,,,,,sy://o2/x_qrcode_us/S73XAT0621,com.sortly.sortlyLabel,44882305020,org.gs1.EAN-13,,,,,,FXG5850CN,org.iso.Code39,
"Hose, Hot 50'",S73XAT0656,,,,,,,,20,units,,33.32,666.4,40-04801,SUPER,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_cKP5GYycYXbJwUq411YV8Kl3jOffobDDMEQrzPZFcLxHG0tmRYjIEA==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0656,com.sortly.sortlyLabel,1.01E+13,org.ansi.Interleaved2of5,,,,,,,,58.89
"Hose, Hot 50'",S73XAT0656,,,,,,,,19,units,,33.32,633.08,40-04801,SUPER,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_742EnuW7KfoohkZzQyqhM9ArYA_9SMG_Ua_de9XN6RAJQuwcaC4r9w==,https://lnk.sortly.co/v2/downloads/photo/v2_aQ2sPs-lj9fXYkkuP_1WFO8d_TQ84oEl9Z7Hy37UB6TcGo2lspY5zw==,,,,,,,sy://o2/l_qrcode_us/S73XAT0656,com.sortly.sortlyLabel,1.01E+13,org.ansi.Interleaved2of5,,,,,,75877058508,org.gs1.EAN-13,58.89
Hunter Ball Cocks,S73XAT0501,,,,,,,,100,units,,7.41,741,35-01000,PLUMBING,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_-91Op_NjfZngtK6qeAbG9-YztohQjHZX5EiiqDBC_vwi0LkZiEx5lQ==,,,,,,,,sy://o2/l_qrcode_us/S73XAT0501,com.sortly.sortlyLabel,39961000026,org.gs1.EAN-13,,,,,,39961015075,org.gs1.EAN-13,12.72
"Ice Chopper 7""",S73XAT0627,,,,,,,,24,units,,14.78,354.72,40-05300,SUPER,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,,,,20.95
Intercom Station,S73XAT0643,,,,,,,,25,units,,27.95,698.75,40-05525,SUPER,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_t-1VTuVJOllacbUCGEGLB7kGR1bMbB9IEaqxfNkp9bosdyqfrpk8JQ==,,,,,,,,,,IR204EL,org.iso.Code39,,,,,,15432971,org.gs1.UPC-E,39.83
Joni Bolts SOS,S73XAT0543,,,,,,,,11,units,,1.94,21.34,35-01050,PLUMBING,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_6ZhE9lNIOeJsbLhMQMKEKT1dh9a-id9N2yWVRBcKc2aqwnrAw9HQDg==,,,,,,,,sy://o2/l_qrcode_us/S73XAT0543,com.sortly.sortlyLabel,7.53E+11,org.gs1.EAN-13,,,,,,,,2.62
LIQUID NAILS-LARGE,S73XAT0027,,,,,,,,0,units,,8.99,0,10-01121,CARPENTRY,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,,,,
Lobby Corn broom,S73XAT0629,,,,,,,,13,units,,3.15,40.95,40-05550,SUPER,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_qfzzCbSl9TbAK4U_uBWdQa9WfpYESNv_aRn9CgTWzQrYvP46fB6NFQ==,,,,,,,,,,8.14E+11,org.gs1.EAN-13,,,,,,,,4.75
Lobby Dust Pan ( black ),S73XAT0669,,,,,,,,60,units,,15.66,939.6,40-05560,SUPER,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,,,,
Lobby Dust Pan ( black ),S73XAT0669,,,,,,,,19,units,,15.66,297.54,40-05560,SUPER,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_9iu7F9pN38_2Ij2wBP7-P9btdwwR1PhaQvRt959nw4NIBxPXObP2dg==,,,,,,,,sy://o2/l_qrcode_us/S73XAT0669,com.sortly.sortlyLabel,86876156164,org.gs1.EAN-13,,,,,,,,21.14
Lock&lt; Mortise Set Inside,S73XAT0037,,,,,,,,99,units,,5.75,569.25,10-01700,CARPENTRY,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_sh7LxI_0IN7W5k9TXG3_bwmII834RF4jfDFQzvFYaNHzD8hTe6Cd6w==,https://lnk.sortly.co/v2/downloads/photo/v2_Ic_JjjkdFxT4J1NHz6aMnVL9f7BY9kScN7waPW3rnbPm9F9KPMnqzA==,,,,,,,,,7.50E+11,org.gs1.EAN-13,,,,,,,,
"Lock, Bathroom Mortise",S73XAT0028,,,,,,,,2,units,,5.75,11.5,10-01200,CARPENTRY,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,,,,
"Lock, Entry Mortist R.H.(91A-3RH)",S73XAT0033,,,,,,,,16,units,,76,1216,10-01600,CARPENTRY,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_nRqNyQEgPIqqk9bu1Wu4TwWdyQ2BtZGQG_DuUMXusoFif6cSKMonnQ==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0033,com.sortly.sortlyLabel,7.03E+11,org.gs1.EAN-13,,,,,,,,102.6
"Lock, Entry set mortise L.H.( 91A-3LH)",S73XAT0032,,,,,,,,16,units,,76,1216,10-01500,CARPENTRY,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_6UOXltVGFwQbO88vJcifoU4f_tGEzRVZSetf4Oz7Tw8jXyp-Nbw-UQ==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0032,com.sortly.sortlyLabel,7.03E+11,org.gs1.EAN-13,,,,,,7.03E+11,org.gs1.EAN-13,102.6
"Lock, Passage",S73XAT0038,,,,,,,,45,units,,6.14,276.3,10-01800,CARPENTRY,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_WjclgDjkf7txcTc477UoOUmNkn7GgDuAGCnAZU1azLtkKjFjP10Omg==,,,,,,,,,,7.50E+11,org.gs1.EAN-13,,,,,,,,8.29
"Lock, Privacy",S73XAT0029,,,,,,,,52,units,,5.83,303.16,10-01300,CARPENTRY,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_9-z_9q8v8GrnZnH3sIDnS6DRYWKetREHAgsHHsgYi_g2hgfFEOTOfQ==,https://lnk.sortly.co/v2/downloads/photo/v2_Xfrrf5PwxGNJpeUqwYGwwvJV7xYlnG0Cl47IKZ7ymqj4BgMMELILRg==,,,,,,,sy://o2/l_qrcode_us/S73XAT0029,com.sortly.sortlyLabel,15811004147,org.gs1.EAN-13,,,,,,75877004147,org.gs1.EAN-13,7.87
"Lot 12 DAP Alex Painter's Acrylic Latex Caulk, White, Interior/Exterior, 10.1 Oz",S73XAT0016,,,,,,,,113,units,,4.49,507.37,"Business & Industrial / Adhesives, Sealants & Tapes / Caulks, Sealants & Removers / Caulks & Sealants
https://lnk.sortly.co/3pUaYNQ",CARPENTRY,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_kC_wwE4sdA5GKwQPbwV4USUOFbiMDty0mAKtkKfY-psZDPyh1E-idw==,https://lnk.sortly.co/v2/downloads/photo/v2_bvQFsew1hdjHTKPd2wY3Htd_XPEoVTdTF3yDWuX2ORsyNtfMd9iV7w==,,,,,,,sy://o2/x_qrcode_us/S73XAT0016,com.sortly.sortlyLabel,70798080003,org.gs1.EAN-13,,,,,,70798180659,org.gs1.EAN-13,6.06
Lynx Spray bottle,S73XAT0678,,,,,,,,84,units,,4.3,361.2,40-05615,SUPER,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_H4uTJJmBG4d94zV6McxcEyezguYbm1P1QaUgepUBcdDcojDCp8eGfg==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0678,com.sortly.sortlyLabel,7.12E+11,org.gs1.EAN-13,,,,,,,,4.3
METAL STUD 1 5/8'',S73XAT0742,,,,,,,,1,units,,4.48,4.48,,,<<Inventory>>,,,,,,,,,,,,,sy://o2/l_qrcode_us/S73XAT0742,com.sortly.sortlyLabel,,,,,,,,,,6.05
METAL STUD 1 5/8'',S73XAT0741,,,,,,,,1,units,,4.48,4.48,10-04950,,<<Inventory>>,,,,,,,,,,,,,sy://o2/l_qrcode_us/S73XAT0741,com.sortly.sortlyLabel,,,,,,,,,,6.05
METAL TRACK 1 5/8'',S73XAT0740,,,,,,,,4,units,,17.92,71.68,10-04920,new,<<Inventory>>,,,,,,,,,,,,,sy://o2/m_qrcode_us/S73XAT0740,com.sortly.sortlyLabel,,,,,,,,,,
Mailbox Locks 5 - Cam,S73XAT0658,,,,,,,,8,units,,3.5,28,40-05625,SUPER,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_4-TkTh9-_3sYBqDKJWufBzqi9Gr1TO5IvbaCfrt-iyWw1G6n1WP5sA==,https://lnk.sortly.co/v2/downloads/photo/v2_9AnA47Sx5ZhGCt-miSmOYvfI4KJG8Iwhvn51rpVyinYauSNZA8QmeA==,,,,,,,sy://o2/l_qrcode_us/S73XAT0658,com.sortly.sortlyLabel,1.01E+13,org.ansi.Interleaved2of5,,,,,,75877127006,org.gs1.EAN-13,9.25
"Masks, Disposable Surgical",S73XAT0622,,,,,,,,302,units,,2,604,40-04600,SUPER,<<Inventory>>,,,,,,,,,,,,,sy://o2/l_qrcode_us/S73XAT0622,com.sortly.sortlyLabel,,,,,,,,,,2.7
"Masks, N95",S73XAT0650,,,,,,,,11,units,,4.95,54.45,40-04675,SUPER,<<Inventory>>,,,,,,,,,,,,,sy://o2/l_qrcode_us/S73XAT0650,com.sortly.sortlyLabel,,,,,,,,,,4.95
Medicine Cabinet ( Broan Standard),S73XAT0657,,,,,,,,23,units,10,33.5,770.5,40-05650,SUPER,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_mlp1R39uIUtuCsScXtKoQNEYMI5gzcmppnw-C72QCvs3hhv5tErhOg==,,,,,,,,sy://o2/l_qrcode_us/S73XAT0657,com.sortly.sortlyLabel,43197003119,org.gs1.EAN-13,,,,,,,,45.23
Medicine Cabinet ( Broan Standard),S73XAT0657,,,,,,,,20,units,,33.5,670,40-05650,SUPER,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_ezLObhJ6ISoi2gqLNzCFh4EZR_VuK-HzYaRuX_2D4QVh7r_OUgx7Yg==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0657,com.sortly.sortlyLabel,43197003119,org.gs1.EAN-13,,,,,,,,
Mint Blocks,S73XAT0633,,,,,,,,39,units,,41.35,1612.65,40-04280,SUPER,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_qDt_-lJ_HuIy_d2XPs7cINx2duu15M6BgHVVvf6vNBCaNCpdKR0-MA==,https://lnk.sortly.co/v2/downloads/photo/v2_GD1YOY3yuyTmsIMIGMQVT2ygLTkB_SSP2tWu8l7MaPQcjV4AylHruA==,,,,,,,sy://o2/x_qrcode_us/S73XAT0633,com.sortly.sortlyLabel,ECABA04,org.iso.Code128,,,,,,,,55.82
"Molding, 2 1/4 clamshell (per ft)",S73XAT0030,,,,,,,,200,units,,9.99,1998,10-01900,CARPENTRY,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,,,,13.49
"Molding, 3/4 x 1/4 round (per ft)",S73XAT0031,,,,,,,,421,units,,0.5,210.5,10-02000,CARPENTRY,<<Inventory>>,,,,,,,,,,,,,sy://o2/l_qrcode_us/S73XAT0031,com.sortly.sortlyLabel,,,,,,,,,,4
"Molding, 4 1/4 Clamshell (per ft)",S73XAT0705,,,,,,,,0,units,,1.94,0,10-02050,CARPENTRY,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,10-02050,,,
"Molding, 4 1/4 Clamshell (per ft)",S73XAT0705,,,,,,,,200,units,,2.04,408,10-02050,CARPENTRY,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,10-02050,,,
"Molding,5 1/4 clamshell (per ft)",S73XAT0034,,,,,,,,203,units,,1.62,328.86,10-02100,CARPENTRY,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,,,,
"Molding,5 1/4 clamshell (per ft)",S73XAT0034,,,,,,,,0,units,,2.73,0,10-02100,CARPENTRY,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,,,,
"Molding,5 1/4 clamshell (per ft)",S73XAT0034,,,,,,,,82,units,,1.62,132.84,10-02100,"CARPENTRY, UOM",<<Inventory>>,,,,,,,,,,,,,,,,,,,,,,,,
"Mop, Handle 60",S73XAT0704,,,,,,,,5,units,,11.7,58.5,40-05700,,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,40-05700,,,11.7
"Mop, Head 24 oz",S73XAT0679,,,,,,,,64,units,,3.06,195.84,40-05900,SUPER,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_bGiuuAqpSP-QBEbKlP_jMx4wV4vfTbOQVtdGgJD6cJ9CsTbyVTit9g==,,,,,,,,sy://o2/l_qrcode_us/S73XAT0679,com.sortly.sortlyLabel,1.01E+13,org.ansi.Interleaved2of5,,,,,,8.40E+11,org.gs1.EAN-13,3.75
"Mop, Head 24 oz",S73XAT0679,,,,,,,,108,units,,2.84,306.72,40-05900,SUPER,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_WLBF1U4Yq8dScewwHBxrSFP2ADvapDmN5iWVZW5l4bF8SJEjAbJn2w==,,,,,,,,sy://o2/x_qrcode_us/S73XAT0679,com.sortly.sortlyLabel,1.01E+13,org.ansi.Interleaved2of5,,,,,,,,
"Mop,Sticks",S73XAT0663,,,,,,,,20,units,,7.96,159.2,40-06000,SUPER,<<Inventory>>,,,,,,,,,,,,,sy://o2/x_qrcode_us/S73XAT0663,com.sortly.sortlyLabel,,,,,,,,,,7.3
"Mop,Sticks",S73XAT0663,,,,,,,,40,units,,7.96,318.4,40-06000,SUPER,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,,,,
NAVAJO WHITE 2gal,S73XAT0738,,,,,,,,0,units,,0,0,,,<<Inventory>>,,,,,,,,,,,,,sy://o2/e_qrcode_us/S73XAT0738,com.sortly.sortlyLabel,,,,,,,,,,
"Nails, 16d common per lb",S73XAT0035,,,,,,,,21,units,,3.5,73.5,10-02200,CARPENTRY,<<Inventory>>,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_v6wj6YLwNAheiGFAEOl4A795p_E7rT_QdZUh6JbxwhjYwQ0B_zWMdw==,,,,,,,,,,,,,,,,,,,
"Nails, Finishing 6d per lb",S73XAT0036,,,,,,,,0,units,,3.5,0,10-02400,CARPENTRY,<<Inventory>>,,,,,,,,,,,,,sy://o2/x_qrcode_us/S73XAT0036,com.sortly.sortlyLabel,,,,,,,,,,
"Nails, Finishing 7D per lb",S73XAT0043,,,,,,,,60,units,,3.5,210,10-02500,CARPENTRY,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,,,,
"Nails,Sheetrock 3"" per lb",S73XAT0041,,,,,,,,0,units,,3.5,0,10-02600,CARPENTRY,<<Inventory>>,,,,,,,,,,,,,,,,,,,,,,,,
